"Name","Synset State","Custom?","Leaf?","Definition","Parents","Children","Tasks","Direct Categories","Direct Objects","Total Objects","Requiring Task Count"
"fireplace.n.01","Ready","False","True","an open recess in a wall at the base of a chimney where a fire can be built","recess.n.04,","","bringing_in_kindling-0,                         clean_gas_logs-0,                         lighting_fireplace-0,                         putting_wood_in_fireplace-0,                         setting_the_fire-0,","fireplace,","2","2","5"
"firewood.n.01","Ready","False","True","wood used for fuel","fuel.n.01,","","bringing_in_kindling-0,                         lighting_fireplace-0,                         setting_the_fire-0,                         store_firewood-0,                         store_firewood_outdoors-0,","firewood,","18","18","5"
"firework.n.01","Ready","False","False","(usually plural) a device with an explosive that burns at a low rate and with colored flames; can be used to illuminate areas or send signals etc.","low_explosive.n.01,","skyrocket.n.02,                         sparkler.n.02,","dispose_of_fireworks-0,","","0","2","1"
"first-aid_kit.n.01","Ready","False","True","kit consisting of a set of bandages and medicines for giving first aid","kit.n.02,","","buy_home_use_medical_supplies-0,","first_aid_kit,","1","1","1"
"fish.n.02","Ready","False","False","the flesh of fish used as food","food.n.02,","salmon.n.03,                         trout.n.01,","buy_fish-0,                         clean_a_fish-0,                         cooking_a_feast-0,                         defrosting_freezer-0,                         make_fish_and_chips-0,                         taking_fish_out_of_freezer-0,                         thaw_frozen_fish-0,                         thawing_frozen_food-0,                         unhook_a_fish-0,","","0","2","9"
"fish_stew.n.01","Substance","False","True","a stew made with fish","stew.n.02,","","make_seafood_stew-0,","fish_stew,","0","0","1"
"fishing_gear.n.01","Ready","False","True","gear used in fishing","gear.n.04,","","packing_fishing_gear_into_car-0,                         prepare_a_boat_for_fishing-0,                         unpacking_recreational_vehicle_for_trip-0,","tackle_box,","1","1","3"
"fishing_rod.n.01","Ready","False","True","a rod of wood or steel or fiberglass that is used in fishing to extend the fishing line","rod.n.01,","","cleaning_fishing_gear-0,                         packing_fishing_gear_into_car-0,                         prepare_a_boat_for_fishing-0,                         unhook_a_fish-0,","fishing_rod,","1","1","4"
"flagpole.n.02","Ready","False","True","a tall staff or pole on which a flag is raised","staff.n.02,","","hanging_flags-0,","flagpole,","1","1","1"
"flashlight.n.01","Ready","False","True","a small portable battery-powered electric lamp","electric_lamp.n.01,","","make_a_military_care_package-0,                         outfit_a_basic_toolbox-0,","flashlight,","1","1","2"
"floor.n.01","Ready","False","True","the inside lower horizontal surface (as of a room, hallway, tent, or other structure)","horizontal_surface.n.01,","","adding_chemicals_to_hot_tub-0,                         adding_chemicals_to_lawn-0,                         adding_chemicals_to_pool-0,                         adding_fabric_softener-0,                         applying_pesticides-0,                         assembling_furniture-0,                         assembling_gift_baskets-0,                         attach_a_camera_to_a_tripod-0,                         bag_groceries-0,                         baking_cookies_for_the_PTA_bake_sale-0,                       ...","floors,","265","265","1022"
"floor_wax.n.01","Substance","False","True","a preparation containing wax and used to polish and preserve the finish of floors","wax.n.01,","","waxing_floors-0,","floor_wax,","0","0","1"
"floor_wax__bottle.n.01","Ready","True","True","","vessel.n.03,","","waxing_floors-0,","floor_wax_bottle,","1","1","1"
"flour.n.01","Substance","False","True","fine powdery foodstuff obtained by grinding and sifting the meal of a cereal grain","foodstuff.n.02,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         clean_kitchen_appliances-0,                         grease_and_flour_a_pan-0,                         make_a_cheese_pastry-0,                         make_a_wiener_schnitzle-0,                         make_bagels-0,                         make_batter-0,                         make_biscuits-0,                         make_brownies-0,                       ...","flour,","1","1","22"
"flour__sack.n.01","Ready","True","True","","bag.n.01,","","baking_cookies_for_the_PTA_bake_sale-0,                         baking_sugar_cookies-0,                         grease_and_flour_a_pan-0,                         make_a_cheese_pastry-0,                         make_a_wiener_schnitzle-0,                         make_bagels-0,                         make_batter-0,                         make_biscuits-0,                         make_brownies-0,                         make_cake_mix-0,                       ...","flour_sack,","1","1","21"
"flower.n.02","Ready","False","True","reproductive organ of angiosperm plants especially one having showy or colorful parts","reproductive_structure.n.01,","","watering_outdoor_flowers-0,","flower,","5","5","1"
"foam.n.01","Substance","False","True","a mass of small bubbles formed in or on a liquid","bubble.n.01,","","make_a_cappuccino-0,","foam,","0","0","1"
"folder.n.02","Ready","False","True","covering that is folded over to protect the contents","covering.n.02,","","clean_a_company_office-0,                         clean_up_your_desk-0,                         getting_organized_for_work-0,                         organizing_file_cabinet-0,                         organizing_office_documents-0,                         organizing_school_stuff-0,","folder,","9","9","6"
"food_processor.n.01","Ready","False","True","a kitchen appliance with interchangeable blades; used for shredding or blending or chopping or slicing food","kitchen_appliance.n.01,","","clean_kitchen_appliances-0,                         make_a_cheese_pastry-0,                         make_chocolate_spread-0,                         make_pastry-0,","food_processor,","1","1","4"
"frankfurter_bun.n.01","Ready","False","True","a long bun shaped to hold a frankfurter","bun.n.01,","","set_up_a_hot_dog_bar-0,","hotdog_bun,","1","1","1"
"french_fries.n.02","Ready","True","True","","starches.n.01,","","buying_fast_food-0,                         make_fish_and_chips-0,                         preparing_food_or_drink_for_sale-0,","french_fries,","11","11","3"
"french_toast.n.01","Ready","False","True","bread slice dipped in egg and milk and fried; topped with sugar or fruit or syrup","dish.n.02,","","clearing_table_after_breakfast-0,                         make_cinnamon_toast-0,","french_toast,","1","1","2"
"fritter_batter.n.01","Substance","False","True","batter for making fritters","batter.n.02,","","make_chicken_and_waffles-0,","fritter_batter,","0","0","1"
"frosting.n.01","Substance","False","True","a flavored sugar topping used to coat and decorate cakes","topping.n.01,","","ice_cookies-0,","frosting,","0","0","1"
"frosting__jar.n.01","Ready","True","True","","vessel.n.03,","","ice_cookies-0,","frosting_jar,","1","1","1"
"fruit_punch.n.01","Substance","False","True","a punch made of fruit juices mixed with water or soda water (with or without alcohol)","punch.n.02,","","make_citrus_punch-0,                         make_fruit_punch-0,                         make_watermelon_punch-0,","fruit_punch,","0","0","3"
"fruitcake.n.02","Ready","False","True","a rich cake containing dried fruit and nuts and citrus peel and so on","cake.n.03,","","cool_cakes-0,","fruitcake,","1","1","1"
"frying_pan.n.01","Ready","False","True","a pan used for frying foods","pan.n.01,","","cook_a_brisket-0,                         cook_a_turkey-0,                         cook_bok_choy-0,                         cook_cabbage-0,                         cook_chorizo-0,                         cook_eggs-0,                         cook_green_beans-0,                         cook_ground_beef-0,                         cook_hot_dogs-0,                         cook_kielbasa-0,                       ...","frying_pan,","14","14","37"
"funnel.n.02","Ready","False","True","a conically shaped utensil having a narrow tube at the small end; used to channel the flow of substances into a container with a small mouth","utensil.n.01,","","filling_salt-0,","funnel,","2","2","1"
"fur_coat.n.01","Ready","False","True","a coat made of fur","coat.n.01,","","clean_fur-0,                         store_a_fur_coat-0,","fur_coat,","1","1","2"
"garment.n.01","Ready","False","False","an article of clothing","clothing.n.01,","diaper.n.01,                         jump_suit.n.01,                         legging.n.01,                         leotard.n.01,                         neckwear.n.01,                         overgarment.n.01,                         scarf.n.01,                         shirt.n.01,                         sweat_suit.n.01,                         sweater.n.01,                         swimsuit.n.01,                         trouser.n.01,                         undergarment.n.01,                         vest.n.01,","bringing_laundry-0,                         washing_fabrics-0,","","0","38","2"
