id,category,board link,synset,approved,mass estimate ig2,mass estimate gpt3,mass estimate chatgpt4,mass estimate gpt4,old annotated mass,new annotated mass,mass (auto),description,approval comments
753,compost_bin,compost_bin,compost_bin.n.01,1,3.175,,10.000,7.000,,,8.500,,
754,cooler,cooler,cooler.n.01,1,92.986,,2.000,25.000,,,13.500,,
755,crawfish,crawfish,crayfish.n.02,1,0.750,0.050,0.050,0.050,,,0.050,,
756,credit_card,credit_card,credit_card.n.01,1,0.735,,0.005,0.005,,,0.005,,
757,cutting_board,cutting_board,chopping_board.n.01,1,1.451,,1.500,1.200,,,1.350,,
758,bottle_of_dish_soap,bottle_of_dish_soap,bottle__of__dish_soap.n.01,1,0.128,1.000,0.800,1.000,,,0.933,,
759,dog_food,dog_food,dog_food.n.01,1,0.601,,15.000,15.000,,,15.000,,
760,donut,donut,doughnut.n.02,1,0.061,0.100,0.050,0.100,,,0.083,,
761,drying_rack,drying_rack,drying_rack.n.01,1,2.926,,3.000,2.000,,,2.500,,
762,duck,duck,duck.n.03,1,1.361,2.000,1.000,2.000,,,1.667,,
763,easel,easel,easel.n.01,1,5.595,5.000,5.000,3.500,,,4.500,,
764,firewood_grate,firewood_grate,grate.n.01,1,9.747,10.000,15.000,5.000,,,10.000,,
765,food_processor,food_processor,food_processor.n.01,1,31.636,5.000,4.000,4.000,,,4.333,,
766,fuel_can,fuel_can,fuel__can.n.01,1,38.432,20.000,1.000,1.200,,,7.400,,
767,goalkeeper_gloves,goalkeeper_gloves,goalkeeper_gloves.n.01,1,0.136,0.500,0.100,0.500,,,0.367,,
768,goblet,goblet,goblet.n.01,1,0.241,0.300,0.300,0.300,,,0.300,,
769,golf_club,golf_club,golf_club.n.02,1,15.432,0.500,1.000,0.450,,,0.650,,
770,green_tea,green_tea,green_tea.n.01,1,0.017,0.050,0.002,0.002,,,0.018,,
771,gunpowder,gunpowder,gunpowder.n.01,1,0.699,0.050,0.700,1.700,,,0.817,,
772,hanging_basket,hanging_basket,pot_plant.n.01,1,38.432,2.000,2.000,5.000,,,3.000,,
773,headstone,headstone,gravestone.n.01,1,5.020,200.000,113.400,100.000,,,137.800,,
774,inhaler,inhaler,inhaler.n.01,1,0.400,0.050,0.050,0.050,,,0.050,,
775,instant_pot,instant_pot,crock_pot.n.01,1,1.862,4.000,5.000,5.000,,,4.667,,
776,jacket,jacket,jacket.n.01,1,1.700,1.000,0.800,1.000,,,0.933,,
777,letter,letter,letter.n.01,1,0.336,0.010,0.028,0.010,,,0.016,,
778,life_jacket,life_jacket,life_jacket.n.01,1,14.781,1.000,0.700,1.000,,,0.900,,
779,lighter,lighter,cigar_lighter.n.01,1,8.490,0.050,0.020,0.020,,,0.030,,
780,bottle_of_lighter_fluid,bottle_of_lighter_fluid,bottle__of__lighter_fluid.n.01,1,0.547,1.000,0.200,0.500,,,0.567,,
781,lingerie,lingerie,lingerie.n.01,1,0.050,0.200,0.100,0.100,,,0.133,,
782,lint_roller,lint_roller,lint_roller.n.01,1,1.200,0.100,0.070,0.150,,,0.107,,
783,lip_balm,lip_balm,lip_balm.n.01,1,0.159,0.010,0.015,0.015,,,0.013,,
784,litter_box,litter_box,litter_box.n.01,1,2.779,1.000,1.500,2.000,,,1.500,,
785,log,log,log.n.01,1,1.055,20.000,30.000,25.000,,,25.000,,
786,longboard,longboard,skateboard.n.01,1,603.613,3.000,3.500,3.500,,,3.333,,
787,loofah,loofah,loofa.n.01,1,0.009,0.100,0.020,0.030,,,0.050,,
788,magnifying_glass,magnifying_glass,hand_glass.n.02,1,3.190,0.100,0.100,0.200,,,0.133,,
789,mailbox,mailbox,mailbox.n.01,1,2.779,10.000,6.000,7.000,,,7.667,,
790,marshmallow,marshmallow,marshmallow.n.01,1,0.029,0.010,0.007,0.007,,,0.008,,
791,face_mask,face_mask,face_mask.n.01,1,0.540,0.100,0.030,0.030,,,0.053,,
792,match,match,match.n.01,1,8.490,0.010,0.001,0.001,,,0.004,,
793,match_box,match_box,matchbox.n.01,1,2.779,0.100,0.020,0.020,,,0.047,,
794,measuring_cup,measuring_cup,measuring_cup.n.01,1,38.432,0.200,0.200,0.200,,,0.200,,
795,measuring_tape,measuring_tape,tape.n.04,1,3.642,0.050,0.150,0.200,,,0.133,,
796,meat_thermometer,meat_thermometer,meat_thermometer.n.01,1,3.642,0.100,0.050,0.100,,,0.083,,
797,microfiber_cloth,microfiber_cloth,liner.n.03,1,0.350,0.050,0.080,0.100,,,0.077,,
798,microphone,microphone,microphone.n.01,1,4.448,0.500,0.400,0.400,,,0.433,,
799,mint,mint,mint.n.04,1,0.017,0.050,0.002,0.003,,,0.018,,
800,mixing_bowl,mixing_bowl,mixing_bowl.n.01,1,1.788,0.500,0.800,0.500,,,0.600,,
801,mortar,mortar,mortar.n.03,1,5.668,1.000,1.300,3.000,,,1.767,,
802,moth_ball,moth_ball,mothball.n.01,1,1.200,0.050,0.005,0.005,,,0.020,,
803,mussel,mussel,mussel.n.01,1,0.750,0.100,0.050,0.050,,,0.067,,
804,name_tag,name_tag,name_tag.n.01,1,0.200,0.010,0.010,0.010,,,0.010,,
805,nativity_figurine,nativity_figurine,nativity_figurine.n.01,1,0.540,0.100,0.300,0.500,,,0.300,,
806,nectarine,nectarine,nectarine.n.02,1,0.438,0.200,0.150,0.150,,,0.167,,
807,nickel,nickel,nickel.n.02,1,1.269,0.005,0.005,0.005,,,0.005,,
808,noodle,noodle,noodle.n.01,1,0.454,0.100,0.005,0.010,,,0.038,,
809,okra,okra,gumbo.n.03,1,0.009,0.100,0.030,0.010,,,0.047,,
810,omelet,omelet,omelet.n.01,1,0.383,0.200,0.200,0.200,,,0.200,,
811,onesie,onesie,jump_suit.n.01,1,0.506,0.500,0.200,0.200,,,0.300,,
812,outlet,outlet,wall_socket.n.01,1,0.075,0.100,0.100,0.100,0.050,,0.100,,
813,oyster,oyster,huitre.n.01,1,1.518,0.030,0.100,0.050,,,0.060,,
814,pallet,pallet,pallet.n.02,1,75.409,20.000,25.000,22.000,,,22.333,,
815,papaya,papaya,papaya.n.02,1,0.002,1.000,1.000,0.500,,,0.833,,
816,paper_liners,paper_liners,lining.n.01,1,0.408,0.010,0.005,0.010,,,0.008,,
817,paraffin_wax,paraffin_wax,paraffin.n.01,1,0.150,0.900,0.500,1.000,,,0.800,,
818,feta,feta,feta.n.01,1,0.252,1.000,0.200,0.200,,,0.467,,
819,parsnip,parsnip,parsnip.n.03,1,0.376,0.200,0.150,0.200,,,0.183,,
820,pastry_cutter,pastry_cutter,pastry_cutter.n.01,1,0.128,0.200,0.100,0.050,,,0.117,,
821,paver,paver,paving_stone.n.01,1,0.000,15.000,5.000,2.500,,,7.500,,
822,pea_pod,pea_pod,pea_pod.n.01,1,0.376,0.020,0.020,0.010,,,0.017,,
823,peanut,peanut,peanut.n.01,1,0.376,0.005,0.001,0.005,,,0.004,,
824,pearl,pearl,pearl.n.01,1,0.004,0.010,0.001,0.003,,,0.005,,
825,pencil_case,pencil_case,pencil_box.n.01,1,0.080,0.100,0.100,0.200,,,0.133,,
826,pennant,pennant,pennant.n.02,1,0.200,0.200,0.100,0.100,,,0.133,,
827,penny,penny,penny.n.02,1,0.247,0.005,0.003,0.003,,,0.004,,
828,pet_bed,pet_bed,pet_bed.n.01,1,57.125,3.000,1.500,5.000,,,3.167,,
829,cell_phone,cell_phone,cellular_telephone.n.01,1,9.253,0.150,0.174,0.174,,,0.166,,
830,pickle,pickle,pickle.n.01,1,0.400,0.500,0.030,0.040,,,0.190,,
831,pickup_truck,pickup_truck,pickup.n.01,1,"1,204.000","2,000.000","1,800.000","2,000.000",,,1933.333,,
832,pill,pill,pill.n.02,1,0.159,0.050,0.001,0.003,,,0.018,,
833,pillowcase,pillowcase,case.n.19,1,0.800,0.100,0.200,0.200,,,0.167,,
834,pipe_cleaner,pipe_cleaner,pipe_cleaner.n.01,1,1.007,0.001,0.010,0.010,,,0.007,,
835,pitcher,pitcher,pitcher.n.02,1,1.500,1.000,0.600,1.000,0.900,,0.867,,
836,pizza,pizza,pizza.n.01,1,0.383,0.500,0.800,0.500,,,0.600,,
837,pizza_box,pizza_box,pizza_box.n.01,1,2.779,0.100,0.200,0.500,,,0.267,,
838,plant_pot,plant_pot,pot.n.04,1,38.432,1.000,0.700,1.500,,,1.067,,
839,plastic_bag,plastic_bag,plastic_bag.n.01,1,0.693,0.010,0.015,0.025,,,0.017,,
840,plier,plier,pliers.n.01,1,0.236,0.300,0.250,0.250,,,0.267,,
841,plug,plug,plug.n.05,1,15.554,0.050,0.050,0.100,,,0.067,,
842,poker,poker,poker.n.01,1,1.177,0.500,0.500,0.500,,,0.500,,
843,pole,pole,pole.n.01,1,1.177,5.000,4.000,2.500,,,3.833,,
844,polo_shirt,polo_shirt,polo_shirt.n.01,1,0.295,0.300,0.200,0.200,,,0.233,,
845,pork_chop,pork_chop,porkchop.n.01,1,0.475,0.200,0.200,0.350,,,0.250,,
846,pork_rib,pork_rib,rib.n.03,1,0.400,0.300,0.450,0.450,,,0.400,,
847,power_drill,power_drill,drill.n.01,1,1.814,2.000,1.500,1.500,,,1.667,,
848,power_strip,power_strip,wall_socket.n.01,1,0.075,0.200,0.700,0.800,,,0.567,,
849,pressure_cooker,pressure_cooker,pressure_cooker.n.01,1,5.668,2.000,2.200,5.000,,,3.067,,
850,pump,pump,pump.n.01,1,8.490,10.000,15.000,15.500,,,13.500,,
851,punching_bag,punching_bag,punching_bag.n.02,1,0.070,50.000,25.000,40.000,,,38.333,,
852,putty_knife,putty_knife,putty_knife.n.01,1,0.359,0.100,0.100,0.150,,,0.117,,
853,jigsaw_puzzle,jigsaw_puzzle,jigsaw_puzzle.n.01,1,37.400,0.500,0.700,0.500,,,0.567,,
854,jigsaw_puzzle_piece,jigsaw_puzzle_piece,jigsaw_puzzle_piece.n.01,1,37.400,0.010,0.005,0.005,,,0.007,,
855,quail_breast,quail_breast,quail.n.01,1,1.361,0.050,0.060,0.050,,,0.053,,
856,quail_breast_raw,quail_breast_raw,quail.n.01,1,1.361,0.050,0.060,0.050,,,0.053,,
857,quail_leg,quail_leg,quail.n.01,1,1.361,0.020,0.020,0.030,,,0.023,,
858,quarter,quarter,quarter.n.10,1,0.247,0.005,0.006,0.006,,,0.006,,
859,quartz,quartz,quartz.n.02,1,1.055,2.000,2.650,2.650,,,2.433,,
860,radio,radio,radio_receiver.n.01,1,14.944,2.000,1.200,1.200,,,1.467,,
861,raincoat,raincoat,raincoat.n.01,1,1.700,1.500,0.700,0.500,,,0.900,,
863,retainer,retainer,retainer.n.03,1,8.490,0.100,0.010,0.020,,,0.043,,
864,rhubarb,rhubarb,pieplant.n.01,1,0.276,0.500,0.600,0.250,,,0.450,,
865,rice_cooker,rice_cooker,rice_cooker.n.01,1,1.862,2.500,2.700,2.500,,,2.567,,
866,risotto,risotto,risotto.n.01,1,0.383,0.500,0.400,0.250,,,0.383,,
867,sliced_roast_beef,sliced_roast_beef,sliced__roast_beef.n.01,1,0.475,0.200,0.200,0.300,,,0.233,,
868,roasting_pan,roasting_pan,roaster.n.04,1,1.750,1.500,1.200,2.000,,,1.567,,
869,rolling_pin,rolling_pin,rolling_pin.n.01,1,1.776,0.500,1.500,1.000,,,1.000,,
870,rope,rope,rope.n.01,1,0.407,5.000,1.400,1.000,,,2.467,,
871,rosemary,rosemary,rosemary.n.02,1,0.017,0.100,0.001,0.015,,,0.039,,
872,ruler,ruler,rule.n.12,1,0.010,0.050,0.020,0.100,,,0.057,,
873,rutabaga,rutabaga,rutabaga.n.01,1,0.450,1.000,0.800,0.800,,,0.867,,
874,salmon,salmon,salmon.n.03,1,1.518,2.000,1.000,2.000,,,1.667,,
875,sauna_suit,sauna_suit,sweat_suit.n.01,1,0.506,0.500,0.700,0.500,,,0.567,,
876,scone,scone,scone.n.01,1,0.120,0.050,0.070,0.075,,,0.065,,
877,scrambled_eggs,scrambled_eggs,scrambled_eggs.n.01,1,0.383,0.100,0.100,0.200,,,0.133,,
878,screw,screw,screw.n.04,1,0.004,0.010,0.010,0.010,,,0.010,,
879,shaker,shaker,shaker.n.03,1,38.432,0.200,0.200,0.250,,,0.217,,
880,shoe_box,shoe_box,shoebox.n.02,1,2.779,0.050,0.300,0.200,,,0.183,,
881,shorts,shorts,short_pants.n.01,1,0.400,0.300,0.300,0.250,,,0.283,,
882,shovel,shovel,shovel.n.01,1,0.359,2.000,1.800,1.500,,,1.767,,
883,shrimp,shrimp,prawn.n.01,1,1.518,0.050,0.040,0.025,,,0.038,,
884,shutter,shutter,shutter.n.02,1,0.408,2.000,5.000,7.000,,,4.667,,
885,silver_coins,silver_coins,silver.n.02,1,1.269,0.010,0.025,0.025,,,0.020,,
886,skates,skates,ice_skate.n.01,1,15.432,1.500,1.800,1.500,,,1.600,,
887,ski,ski,ski.n.01,1,8.490,2.000,2.500,2.000,,,2.167,,
888,smoker,smoker,grill.n.02,1,10.700,20.000,45.000,30.000,,,31.667,,
889,snow_globe,snow_globe,snow_globe.n.01,1,0.250,0.500,1.000,1.200,,,0.900,,
890,sod,sod,turf.n.01,1,11.903,20.000,15.000,15.000,,,16.667,,
891,softball,softball,softball.n.01,1,0.070,0.200,0.200,0.180,,,0.193,,
892,sparkler,sparkler,sparkler.n.02,1,0.699,0.010,0.020,0.050,,,0.027,,
893,sponge,sponge,sponge.n.01,1,1.055,0.100,0.015,0.050,,,0.055,,
894,squid,squid,squid.n.01,1,0.750,0.200,0.400,0.500,,,0.367,,
895,star_anise,star_anise,chinese_anise.n.02,1,0.142,0.050,0.010,0.003,,,0.021,,
896,steamer_basket,steamer_basket,steamer.n.02,1,1.862,0.500,0.500,0.500,,,0.500,,
897,steel_wool,steel_wool,steel_wool.n.01,1,1.055,0.100,0.017,0.015,,,0.044,,
898,sticker,sticker,gummed_label.n.01,1,0.200,0.010,0.001,0.002,,,0.004,,
900,stroller,stroller,baby_buggy.n.01,1,"1,204.000",10.000,9.000,7.000,,,8.667,,
901,sunflower,sunflower,sunflower.n.01,1,0.009,1.000,1.000,1.000,,,1.000,,
902,sunglasses,sunglasses,sunglasses.n.02,1,3.190,0.100,0.030,0.030,,,0.053,,
903,sweatshirt,sweatshirt,sweatshirt.n.01,1,0.468,0.500,0.300,0.500,,,0.433,,
904,syringe,syringe,syringe.n.01,1,3.190,0.050,0.020,0.050,,,0.040,,
905,tablet,tablet,tablet.n.05,1,1.107,0.500,0.500,0.500,,,0.500,,
906,tackle_box,tackle_box,fishing_gear.n.01,1,15.432,2.500,1.500,3.000,,,2.333,,
907,taco,taco,taco.n.02,1,0.383,0.200,0.100,0.150,,,0.150,,
908,tag,tag,tag.n.02,1,0.200,0.010,0.001,0.005,,,0.005,,
909,tank_top,tank_top,tank_top.n.01,1,0.295,0.200,0.150,0.150,,,0.167,,
910,tarp,tarp,tarpaulin.n.01,1,0.427,5.000,1.800,1.000,,,2.600,,
911,tassel,tassel,tassel.n.01,1,0.008,0.050,0.005,0.020,,,0.025,,
912,teacup,teacup,teacup.n.02,1,0.454,0.200,0.200,0.200,,,0.200,,
913,teddy_bear,teddy_bear,teddy.n.01,1,0.250,0.500,0.500,0.500,,,0.500,,
914,tennis_ball,tennis_ball,tennis_ball.n.01,1,0.070,0.060,0.057,0.058,,,0.058,,
915,tent,tent,tent.n.01,1,10.040,20.000,4.000,7.000,,,10.333,,
916,textbook,textbook,textbook.n.01,1,0.283,1.000,1.500,1.500,,,1.333,,
917,thermostat,thermostat,thermostat.n.01,1,8.490,0.200,0.125,0.300,,,0.208,,
918,ticket,ticket,ticket.n.01,1,0.200,0.010,0.002,0.010,,,0.007,,
919,tights,tights,tights.n.01,1,0.105,0.100,0.100,0.200,,,0.133,,
920,toolbox,toolbox,toolbox.n.01,1,7.257,5.000,4.000,8.000,,,5.667,,
921,tortilla,tortilla,tortilla.n.01,1,0.061,0.050,0.025,0.050,,,0.042,,
922,tortilla_chips,tortilla_chips,tortilla_chip.n.01,1,0.213,0.020,0.002,0.200,,,0.074,,
923,tote,tote,carryall.n.01,1,0.693,0.500,0.700,0.700,,,0.633,,
924,toy_train,toy_train,train_set.n.01,1,0.250,0.500,1.200,1.500,,,1.067,,
925,trailer,trailer,trailer.n.03,1,"1,204.000","1,500.000","2,000.000",800.000,,,1433.333,,
926,trombone,trombone,trombone.n.01,1,114.952,2.000,3.600,1.340,,,2.313,,
927,trumpet,trumpet,cornet.n.01,1,114.952,1.500,1.300,1.000,,,1.267,,
928,tulip,tulip,tulip.n.01,1,0.015,0.100,0.030,0.100,,,0.077,,
929,tuna,tuna,tuna.n.02,1,0.750,100.000,30.000,250.000,,,126.667,,
930,tupperware,tupperware,tupperware.n.01,1,38.432,0.500,0.200,0.200,,,0.300,,
931,twine,twine,string.n.01,1,0.407,0.050,0.050,0.050,,,0.050,,
932,utility_knife,utility_knife,utility_knife.n.01,1,0.164,0.200,0.200,0.200,,,0.200,,
933,valentine_wreath,valentine_wreath,wreath.n.01,1,0.150,0.500,1.000,1.000,,,0.833,,
934,vest,vest,vest.n.01,1,0.506,0.200,0.500,0.400,,,0.367,,
935,violin,violin,violin.n.01,1,114.952,0.500,0.600,0.400,,,0.500,,
936,violin_case,violin_case,violin_case.n.01,1,1.500,2.000,2.500,1.500,,,2.000,,
937,bottle_of_vodka,bottle_of_vodka,bottle__of__vodka.n.01,1,0.470,1.500,1.500,1.500,,,1.500,,
938,waffle,waffle,waffle.n.01,1,0.061,0.100,0.075,0.035,,,0.070,,
939,waffle_maker,waffle_maker,waffle_iron.n.01,1,31.636,2.000,1.800,2.500,,,2.100,,
940,wallet,wallet,wallet.n.01,1,1.500,0.100,0.200,0.200,,,0.167,,
941,water_dispenser,water_dispenser,water__dispenser.n.01,1,0.400,10.000,2.500,25.000,,,12.500,,
942,water_filter,water_filter,water_filter.n.01,1,0.771,1.000,0.500,1.500,,,1.000,,
943,watering_can,watering_can,watering_can.n.01,1,38.432,1.000,0.300,1.000,,,0.767,,
944,white_chocolate,white_chocolate,white_chocolate.n.01,1,0.800,0.100,0.100,0.100,,,0.100,,
945,whitewall_tire,whitewall_tire,whitewall_tire.n.01,1,0.800,10.000,10.000,10.000,,,10.000,,
946,wire_cutter,wire_cutter,wire_cutter.n.01,1,0.128,0.200,0.300,0.300,,,0.267,,
947,wrapping_paper,wrapping_paper,wrapping_paper.n.01,1,0.100,0.100,0.500,1.500,,,0.700,,
948,zipper,zipper,slide_fastener.n.01,1,0.004,0.050,0.010,0.020,,,0.027,,
949,bottle_of_lemon_juice,bottle_of_lemon_juice,bottle__of__lemon_juice.n.01,1,0.010,1.000,1.000,1.000,0.010,,1.000,,
950,bar_soap,bar_soap,bar_soap.n.01,1,,0.200,0.150,0.150,0.110,,0.167,,
951,bottle_of_liquid_soap,bottle_of_liquid_soap,bottle__of__liquid_soap.n.01,1,,0.500,1.200,0.900,,,0.867,,
952,cocktail_glass,cocktail_glass,goblet.n.01,1,,0.200,0.200,0.200,0.150,,0.200,,
953,drip_pot,drip_pot,drip_pot.n.01,1,,1.000,1.000,1.000,,,1.000,,
954,pool_stick,pool_stick,cue.n.04,1,,0.500,0.500,0.500,0.510,,0.500,,
955,pool_ball,pool_ball,pool_ball.n.01,1,,0.170,0.170,0.170,0.170,,0.170,,
956,date,date,date.n.08,1,,0.020,0.020,0.007,0.007,,0.016,,
957,cap,cap,cap.n.02,1,0.650,0.010,0.100,0.020,0.010,,0.043,,
958,shelf_back_panel,shelf_back_panel,shelf_back.n.01,1,,4.500,5.000,6.000,2.000,,5.167,,
959,shelf_shelf,shelf_shelf,shelf_shelf.n.01,1,,2.300,10.000,4.000,3.000,,5.433,,
960,shelf_top,shelf_top,shelf_top.n.01,1,,1.800,8.000,5.500,3.000,,5.100,,
961,shelf_baseboard,shelf_baseboard,shelf_baseboard.n.01,1,,2.500,3.000,5.000,1.000,,3.500,,
962,shelf_side,shelf_side,shelf_side.n.01,1,,2.200,4.000,5.500,6.000,,3.900,,
963,bottle_of_beer,bottle_of_beer,bottle__of__beer.n.01,1,,0.500,0.900,0.500,,,0.633,,
964,box_of_cereal,box_of_cereal,box__of__cereal.n.01,1,,0.450,0.500,0.380,,,0.443,,
965,bag_of_chips,bag_of_chips,bag__of__chips.n.01,1,,0.200,0.200,0.200,,,0.200,,
966,coconut_fruit,coconut_fruit,coconut.n.02,1,,1.400,1.400,1.500,,,1.433,,
967,bottle_of_cologne,bottle_of_cologne,bottle__of__cologne.n.01,1,,0.300,0.500,0.500,,,0.433,,
968,boxed_cpu_board,boxed_cpu_board,boxed__cpu_board.n.01,1,,0.500,0.700,0.800,,,0.667,,
969,bottle_of_detergent,bottle_of_detergent,bottle__of__detergent.n.01,1,,1.200,2.500,2.000,,,1.900,,
970,ginger_root,ginger_root,ginger.n.03,1,,0.050,0.120,0.150,,,0.107,,
971,boxed_ink_cartridge,boxed_ink_cartridge,boxed__ink_cartridge.n.01,1,,0.100,0.200,0.050,,,0.117,,
972,jar_of_jam,jar_of_jam,jar__of__jam.n.01,1,,0.700,0.700,0.700,,,0.700,,
973,tube_of_lotion,tube_of_lotion,tube__of__lotion.n.01,1,,0.100,0.200,0.150,,,0.150,,
974,jar_of_mayonnaise,jar_of_mayonnaise,jar__of__mayonnaise.n.01,1,,0.800,0.900,0.720,,,0.807,,
975,bottle_of_medicine,bottle_of_medicine,bottle__of__medicine.n.01,1,,0.100,0.200,0.250,,,0.183,,
976,jug_of_milk,jug_of_milk,jug__of__milk.n.01,1,,3.500,2.300,1.030,,,2.277,,
977,bucket_of_paint,bucket_of_paint,bucket__of__paint.n.01,1,,2.300,6.000,10.000,,,6.100,,
978,pack_of_pasta,pack_of_pasta,pack__of__pasta.n.01,1,,0.500,1.000,0.500,,,0.667,,
979,bottle_of_perfume,bottle_of_perfume,bottle__of__perfume.n.01,1,,0.300,0.300,0.100,,,0.233,,
980,wading_pool,wading_pool,wading_pool.n.01,1,,10.000,7.000,150.000,,,55.667,,
981,pack_of_protein_powder,pack_of_protein_powder,pack__of__protein_powder.n.01,1,,0.500,1.000,1.000,,,0.833,,
982,jar_of_puree,jar_of_puree,jar__of__puree.n.01,1,,0.700,0.700,0.680,,,0.693,,
983,boxed_router,boxed_router,boxed__router.n.01,1,,1.500,0.500,0.500,,,0.833,,
984,jar_of_spaghetti_sauce,jar_of_spaghetti_sauce,jar__of__spaghetti_sauce.n.01,1,,0.700,1.000,0.720,,,0.807,,
985,bottle_of_sunscreen,bottle_of_sunscreen,bottle__of__sunscreen.n.01,1,,0.100,0.200,0.200,,,0.167,,
986,tube_of_toothpaste,tube_of_toothpaste,tube__of__toothpaste.n.01,1,,0.100,0.200,0.200,,,0.167,,
987,cup_of_yogurt,cup_of_yogurt,cup__of__yogurt.n.01,1,,0.250,0.250,0.150,,,0.217,,
988,bag_of_cookies,bag_of_cookies,bag__of__cookies.n.01,1,,0.300,0.500,0.500,,,0.433,,
989,hose_cart,hose_cart,hose_cart.n.01,1,,8.000,30.000,20.000,,,19.333,,
990,jar_of_grains,jar_of_grains,jar__of__grains.n.01,1,,0.800,1.500,1.000,,,1.100,,
991,paint_roller,paint_roller,paint_roller.n.01,1,,0.200,0.500,0.500,,,0.400,,
993,half_watermelon,half_watermelon,half__watermelon.n.01,1,,7.000,4.500,"4,500.000",,,1503.833,,
994,box_of_flour,box_of_flour,box__of__flour.n.01,1,,1.000,2.300,1.000,,,1.433,,
995,bottle_of_apple_juice,bottle_of_apple_juice,bottle__of__apple_juice.n.01,1,,1.500,1.500,1.200,,,1.400,,
996,bag_of_auricularia,bag_of_auricularia,bag__of__auricularia.n.01,1,,0.100,0.500,0.500,,,0.367,,
997,bag_of_shiitake,bag_of_shiitake,bag__of__shiitake.n.01,1,,0.200,0.500,0.500,,,0.400,,
998,bottle_of_barbecue_sauce,bottle_of_barbecue_sauce,bottle__of__barbecue_sauce.n.01,1,,0.500,0.800,1.000,,,0.767,,
999,box_of_brown_sugar,box_of_brown_sugar,box__of__brown_sugar.n.01,1,,1.000,0.500,0.450,,,0.650,,
1000,box_of_cane_sugar,box_of_cane_sugar,box__of__cane_sugar.n.01,1,,1.000,0.500,0.450,,,0.650,,
1001,box_of_corn_flakes,box_of_corn_flakes,box__of__corn_flakes.n.01,1,,0.500,0.500,0.380,,,0.460,,
1002,box_of_lasagna,box_of_lasagna,box__of__lasagna.n.01,1,,0.600,0.500,0.500,,,0.533,,
1003,box_of_milk,box_of_milk,box__of__milk.n.01,1,,1.000,1.000,1.000,,,1.000,,
1004,box_of_sanitary_napkins,box_of_sanitary_napkins,box__of__sanitary_napkin.n.01,1,,0.500,0.200,0.200,,,0.300,,
1005,box_of_tissues,box_of_tissues,box__of__tissue.n.01,1,,0.300,0.200,0.500,,,0.333,,
1006,box_of_yogurt,box_of_yogurt,box__of__yogurt.n.01,1,,0.500,1.000,5.000,,,2.167,,
1007,bottle_of_carrot_juice,bottle_of_carrot_juice,bottle__of__carrot_juice.n.01,1,,1.000,1.500,1.000,,,1.167,,
1008,bottle_of_catsup,bottle_of_catsup,bottle__of__catsup.n.01,1,,0.500,1.000,1.000,,,0.833,,
1009,bottle_of_garlic_sauce,bottle_of_garlic_sauce,bottle__of__garlic_sauce.n.01,1,,0.300,1.000,0.500,,,0.600,,
1010,bottle_of_hot_sauce,bottle_of_hot_sauce,bottle__of__hot_sauce.n.01,1,,0.300,0.300,0.500,,,0.367,,
1011,bottle_of_lime_juice,bottle_of_lime_juice,bottle__of__lime_juice.n.01,1,,0.500,1.500,1.000,,,1.000,,
1012,bottle_of_pesto,bottle_of_pesto,bottle__of__pesto.n.01,1,,0.300,0.300,0.300,,,0.300,,
1013,box_of_tomato_juice,box_of_tomato_juice,box__of__tomato_juice.n.01,1,,1.000,1.500,1.000,,,1.167,,
1014,bottle_of_tomato_paste,bottle_of_tomato_paste,bottle__of__tomato_paste.n.01,1,,0.500,0.400,0.500,,,0.467,,
1015,pack_of_bread,pack_of_bread,pack__of__bread.n.01,1,,,0.500,0.500,,,0.500,,
1016,bottle_of_coffee,bottle_of_coffee,bottle__of__coffee.n.01,1,,0.500,1.000,1.000,,,0.833,,
1017,bottle_of_milk,bottle_of_milk,bottle__of__milk.n.01,1,,1.000,1.000,1.030,,,1.010,,
1018,bottle_of_soup,bottle_of_soup,bottle__of__soup.n.01,1,,0.500,1.000,0.500,,,0.667,,
1019,box_of_fruit,box_of_fruit,box__of__fruit.n.01,1,,1.000,2.000,5.000,,,2.667,,
1020,box_of_lemons,box_of_lemons,box__of__lemons.n.01,1,,1.000,2.000,2.000,,,1.667,,
1021,box_of_raspberries,box_of_raspberries,box__of__raspberries.n.01,1,,0.200,0.500,0.200,,,0.300,,
1022,bag_of_flour,bag_of_flour,bag__of__flour.n.01,1,,1.000,2.300,2.500,,,1.933,,
1023,bottle_of_ginger_beer,bottle_of_ginger_beer,bottle__of__ginger_beer.n.01,1,,0.300,1.500,1.200,,,1.000,,
1024,bottle_of_lemon_sauce,bottle_of_lemon_sauce,bottle__of__lemon_sauce.n.01,1,,0.300,1.000,1.000,,,0.767,,
1025,can_of_baking_mix,can_of_baking_mix,can__of__baking_mix.n.01,1,,0.500,0.500,0.500,,,0.500,,
1026,box_of_baking_mix,box_of_baking_mix,box__of__baking_mix.n.01,1,,0.500,0.500,0.500,,,0.500,,
1027,bottle_of_mushroom_sauce,bottle_of_mushroom_sauce,bottle__of__mushroom_sauce.n.01,1,,0.300,1.000,0.500,,,0.600,,
