Object name,Valid Name,Original category (auto),ID (auto),New Category,Original Synset (auto),New Synset (auto),Duplicate?,Exists in deletion?
picture-fdtxut,1,picture,fdtxut,map,photograph.n.01,map.n.01,0,0
picture-hsbtqi,1,picture,hsbtqi,map,photograph.n.01,map.n.01,0,0
chicken_breast-lpqpbn,1,chicken_breast,lpqpbn,fried_chicken,chicken_breast.n.02,fried_chicken.n.01,0,0
chicken_thigh-mtlxhf,1,chicken_thigh,mtlxhf,fried_chicken,#N/A,fried_chicken.n.01,0,0
half_chicken_breast-axoton,1,half_chicken_breast,axoton,half_fried_chicken,half__chicken_breast.n.01,half__fried_chicken.n.01,0,0
half_chicken_breast-emcign,1,half_chicken_breast,emcign,half_fried_chicken,half__chicken_breast.n.01,half__fried_chicken.n.01,0,0
joystick-yofqbq,1,joystick,yofqbq,gaming_controller,#N/A,gaming_controller.n.01,0,0
sofa-jhfkdc,1,sofa,jhfkdc,bench,sofa.n.01,bench.n.01,0,0
straight_chair-haaiau,1,straight_chair,haaiau,bar_stool,straight_chair.n.01,bar_stool.n.01,0,0
swivel_chair-dxusxd,1,swivel_chair,dxusxd,straight_chair,swivel_chair.n.01,straight_chair.n.01,0,0
zucchini-dybtwb,1,zucchini,dybtwb,pattypan_squash,zucchini.n.02,pattypan_squash.n.02,0,0
skateboard_wheel-acmbvb,1,skateboard_wheel,acmbvb,skateboard_wheel_assembly,skateboard_wheel.n.01,skateboard_wheel.n.01,0,0
canister-damllm,1,canister,damllm,can,canister.n.02,can.n.01,0,0
canister-dhqrwr,1,canister,dhqrwr,can,canister.n.02,can.n.01,0,0
canister-moeqjz,1,canister,moeqjz,can,canister.n.02,can.n.01,0,0
can-gqwnfv,1,can,gqwnfv,canister,can.n.01,canister.n.02,0,0
can-xcppkc,1,can,xcppkc,canister,can.n.01,canister.n.02,0,0
stocking-imdhfp,1,stocking,imdhfp,christmas_stocking,#N/A,christmas_stocking.n.01,0,0
silver_coins-yudryg,1,silver_coins,yudryg,gold_coin,#N/A,gold.n.01,0,0
pencil_box-acikzo,1,pencil_box,acikzo,pencil_case,#N/A,pencil_box.n.01,0,0
pencil_box-otcmih,1,pencil_box,otcmih,pencil_case,#N/A,pencil_box.n.01,0,0
biscuit-cgkiti,1,biscuit,cgkiti,sugar_cookie,biscuit.n.01,sugar_cookie.n.01,0,0
biscuit-hlyeaq,1,biscuit,hlyeaq,sugar_cookie,biscuit.n.01,sugar_cookie.n.01,0,0
mirror-hnadel,1,mirror,hnadel,standing_mirror,mirror.n.01,mirror.n.01,0,0
sink-bnpjjy,1,sink,bnpjjy,furniture_sink,#N/A,sink.n.01,0,0
sink-czyfhq,1,sink,czyfhq,furniture_sink,#N/A,sink.n.01,0,0
sink-ejooms,1,sink,ejooms,multi_station_furniture_sink,#N/A,sink.n.01,0,0
sink-ksecxq,1,sink,ksecxq,pedestal_sink,#N/A,sink.n.01,0,0
sink-vbquye,1,sink,vbquye,wall_mounted_sink,#N/A,sink.n.01,0,0
sink-wzpabm,1,sink,wzpabm,drop_in_sink,#N/A,sink.n.01,0,0
sink-xiybkb,1,sink,xiybkb,furniture_sink,#N/A,sink.n.01,0,0
sink-yfaufu,1,sink,yfaufu,multi_station_furniture_sink,#N/A,sink.n.01,0,0
sink-zexzrc,1,sink,zexzrc,furniture_sink,#N/A,sink.n.01,0,0
sink-jqvfyl,1,sink,jqvfyl,furniture_sink,#N/A,sink.n.01,0,0
sink-buifoi,1,sink,buifoi,wall_mounted_sink,#N/A,sink.n.01,0,0
sink-pbmwrv,1,sink,pbmwrv,multi_station_wall_mounted_sink,#N/A,sink.n.01,0,0
sink-jbborl,1,sink,jbborl,wall_mounted_sink,#N/A,sink.n.01,0,0
sink-wxoxxg,1,sink,wxoxxg,wall_mounted_sink,#N/A,sink.n.01,0,0
sink-hecjnt,1,sink,hecjnt,drop_in_sink,#N/A,sink.n.01,0,0
sink-ojjqku,1,sink,ojjqku,furniture_sink,#N/A,sink.n.01,0,0
sink-awvzkn,1,sink,awvzkn,drop_in_sink,#N/A,sink.n.01,0,0
sink-upwldu,1,sink,upwldu,multi_station_furniture_sink,#N/A,sink.n.01,0,0
sink-vekaaf,1,sink,vekaaf,tabletop_sink,#N/A,sink.n.01,0,0
sink-yyntym,1,sink,yyntym,multi_station_furniture_sink,#N/A,sink.n.01,0,0
sink-wavlkt,1,sink,wavlkt,multi_station_furniture_sink,#N/A,sink.n.01,0,0
sink-kqnonf,1,sink,kqnonf,tabletop_sink,#N/A,sink.n.01,0,0
sink-ekkwsy,1,sink,ekkwsy,multi_station_tabletop_sink,#N/A,sink.n.01,0,0
sink-kyxynl,1,sink,kyxynl,furniture_sink,#N/A,sink.n.01,0,0
sink-wqjwbx,1,sink,wqjwbx,drop_in_sink,#N/A,sink.n.01,0,0
mirror-wwkuuf,1,mirror,wwkuuf,standing_mirror,mirror.n.01,mirror.n.01,0,0
room_light-ltnnrc,1,room_light,ltnnrc,track_light,room_light.n.01,room_light.n.01,0,0
swing-yzhrgz,1,swing,yzhrgz,swing_set,swing.n.02,swing.n.02,0,0
room_light-gypkjo,1,room_light,gypkjo,track_light,room_light.n.01,room_light.n.01,0,0
room_light-jnnhzm,1,room_light,jnnhzm,rectangular_light,room_light.n.01,room_light.n.01,0,0
room_light-nsjice,1,room_light,nsjice,rectangular_light,room_light.n.01,room_light.n.01,0,0
room_light-lmicjz,1,room_light,lmicjz,rectangular_light,room_light.n.01,room_light.n.01,0,0
grill-szisej,1,grill,szisej,flat_top_grill,#N/A,grill.n.02,0,0
griddle-ryvqep,1,griddle,ryvqep,griddle_pan,#N/A,griddle.n.01,0,0
trash_can-aefcem,1,trash_can,aefcem,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-gsgutn,1,trash_can,gsgutn,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-leazin,1,trash_can,leazin,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-rteihy,1,trash_can,rteihy,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-xkqkbf,1,trash_can,xkqkbf,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-zotrbg,1,trash_can,zotrbg,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-gvnfgj,1,trash_can,gvnfgj,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-hxsyxo,1,trash_can,hxsyxo,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-fkosow,1,trash_can,fkosow,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
trash_can-mcukuh,1,trash_can,mcukuh,public_trash_can,ashcan.n.01,public_trash_can.n.01,0,0
mirror-vtccbu,1,mirror,vtccbu,makeup_mirror,mirror.n.01,mirror.n.01,0,0
hanging_plant-bftzho,1,hanging_plant,bftzho,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-evmhsg,1,hanging_plant,evmhsg,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-fotcaz,1,hanging_plant,fotcaz,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-gccsfy,1,hanging_plant,gccsfy,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-hchlkz,1,hanging_plant,hchlkz,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-hdbgla,1,hanging_plant,hdbgla,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-kcajqg,1,hanging_plant,kcajqg,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-nuhdae,1,hanging_plant,nuhdae,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-nxvleg,1,hanging_plant,nxvleg,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-sfqnem,1,hanging_plant,sfqnem,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-voaeps,1,hanging_plant,voaeps,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-xjcnky,1,hanging_plant,xjcnky,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-xwzycj,1,hanging_plant,xwzycj,vine,pot_plant.n.01,vine.n.01,0,0
hanging_plant-xzdszm,1,hanging_plant,xzdszm,vine,pot_plant.n.01,vine.n.01,0,0
bed-tptswe,1,bed,tptswe,bed_frame,bed.n.01,#N/A,0,0
soup_ladle-qnrthd,1,soup_ladle,qnrthd,wooden_spoon,soup_ladle.n.01,wooden_spoon.n.02,0,0
soup_ladle-qqvgml,1,soup_ladle,qqvgml,soupspoon,soup_ladle.n.01,soupspoon.n.01,0,0
dish_rack-rniujn,1,dish_rack,rniujn,dish_rack_cart,dish_rack.n.01,dish_rack_cart.n.01,0,0
grill-rdyuii,1,grill,rdyuii,flat_top_grill,#N/A,grill.n.02,0,0
grill-wlzvfj,1,grill,wlzvfj,flat_top_grill,#N/A,grill.n.02,0,0
green_onion-kfaasd,1,green_onion,kfaasd,green_onion_stalk,green_onion.n.01,green_onion.n.01,0,0
green_onion-ldaffa,1,green_onion,ldaffa,green_onion_stalk,green_onion.n.01,green_onion.n.01,0,0
green_onion-lgsfgs,1,green_onion,lgsfgs,green_onion_stalk,green_onion.n.01,green_onion.n.01,0,0
pitcher-ompiss,1,pitcher,ompiss,cream_pitcher,pitcher.n.02,cream_pitcher.n.02,0,0
pitcher-wmkwhg,1,pitcher,wmkwhg,cream_pitcher,pitcher.n.02,cream_pitcher.n.02,0,0
ottoman-mysfnz,1,ottoman,mysfnz,footstool,footstool.n.01,footstool.n.02,0,0
ottoman-sghekm,1,ottoman,sghekm,footstool,footstool.n.01,footstool.n.02,0,0
ottoman-hlnste,1,ottoman,hlnste,footstool,footstool.n.01,footstool.n.02,0,0
mushroom-jnfabw,1,mushroom,jnfabw,sliced_mushroom,mushroom.n.05,sliced__mushroom.n.01,0,0
yoga_mat-podgkd,1,yoga_mat,podgkd,rolled_yoga_mat,yoga_mat.n.01,yoga_mat.n.01,0,0
speaker_system-snbvop,1,speaker_system,snbvop,standing_loudspeaker,#N/A,loudspeaker.n.01,0,0
loudspeaker-lgkhqt,1,loudspeaker,lgkhqt,standing_loudspeaker,loudspeaker.n.01,loudspeaker.n.01,0,0
loudspeaker-ogytka,1,loudspeaker,ogytka,standing_loudspeaker,loudspeaker.n.01,loudspeaker.n.01,0,0
loudspeaker-wsghki,1,loudspeaker,wsghki,standing_loudspeaker,loudspeaker.n.01,loudspeaker.n.01,0,0
speaker_system-xpoajn,1,speaker_system,xpoajn,loudspeaker,#N/A,loudspeaker.n.01,0,0
loudspeaker-suzqfe,1,loudspeaker,suzqfe,standing_loudspeaker,loudspeaker.n.01,loudspeaker.n.01,0,0
bed-sunfhf,1,bed,sunfhf,bunk_bed,bed.n.01,bed.n.01,0,0
bed-sztpse,1,bed,sztpse,bunk_bed,bed.n.01,bed.n.01,0,0
bed-xhegju,1,bed,xhegju,bunk_bed,bed.n.01,bed.n.01,0,0
bed-hkmwyc,1,bed,hkmwyc,bunk_bed,bed.n.01,bed.n.01,0,0
silver_coins-cuvzim,1,silver_coins,cuvzim,silver_coin,#N/A,silver.n.02,0,0
silver_coins-jurber,1,silver_coins,jurber,silver_coin,#N/A,silver.n.02,0,0
walnut-orjven,1,walnut,orjven,walnut_meat,walnut.n.01,walnut_meat.n.01,0,0
soup_ladle-xocqxg,1,soup_ladle,xocqxg,skimmer,soup_ladle.n.01,skimmer.n.02,0,0
video_game-anslwz,1,video_game,anslwz,game_console,computer_game.n.01,game_console.n.01,0,0
video_game-muwcnf,1,video_game,muwcnf,portable_game_console,computer_game.n.01,game_console.n.01,0,0
hanging_basket-olcdif,1,hanging_basket,olcdif,hanging_plant,pot_plant.n.01,pot_plant.n.01,0,0
breakfast_table-cjjayg,1,breakfast_table,cjjayg,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
breakfast_table-dnsjnv,1,breakfast_table,dnsjnv,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
breakfast_table-ixvmic,1,breakfast_table,ixvmic,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
breakfast_table-metubv,1,breakfast_table,metubv,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
breakfast_table-skseyx,1,breakfast_table,skseyx,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
breakfast_table-wwsikw,1,breakfast_table,wwsikw,coffee_table,breakfast_table.n.01,coffee_table.n.01,0,0
stand-geeldi,1,stand,geeldi,nightstand,stand.n.04,stand.n.04,0,0
window-ywetvt,1,window,ywetvt,fixed_window,#N/A,fixed_window.n.01,0,0
window-rkqcfx,1,window,rkqcfx,fixed_window,#N/A,fixed_window.n.01,0,0
window-fkfgvp,1,window,fkfgvp,fixed_window,#N/A,fixed_window.n.01,0,0
window-ouzyvo,1,window,ouzyvo,fixed_window,#N/A,fixed_window.n.01,0,0
window-xjyvwx,1,window,xjyvwx,fixed_window,#N/A,fixed_window.n.01,0,0
window-yxclci,1,window,yxclci,fixed_window,#N/A,fixed_window.n.01,0,0
window-cggyho,1,window,cggyho,fixed_window,#N/A,fixed_window.n.01,0,0
window-vsifsu,1,window,vsifsu,fixed_window,#N/A,fixed_window.n.01,0,0
window-vqbgzc,1,window,vqbgzc,fixed_window,#N/A,fixed_window.n.01,0,0
window-ucejof,1,window,ucejof,fixed_window,#N/A,fixed_window.n.01,0,0
window-vuevwo,1,window,vuevwo,fixed_window,#N/A,fixed_window.n.01,0,0
window-lhzwtz,1,window,lhzwtz,fixed_window,#N/A,fixed_window.n.01,0,0
window-kvdqep,1,window,kvdqep,fixed_window,#N/A,fixed_window.n.01,0,0
window-etjpqr,1,window,etjpqr,fixed_window,#N/A,fixed_window.n.01,0,0
window-ijpvgf,1,window,ijpvgf,fixed_window,#N/A,fixed_window.n.01,0,0
window-wogynv,1,window,wogynv,fixed_window,#N/A,fixed_window.n.01,0,0
window-qfifse,1,window,qfifse,fixed_window,#N/A,fixed_window.n.01,0,0
window-nruots,1,window,nruots,fixed_window,#N/A,fixed_window.n.01,0,0
window-eyvzfu,1,window,eyvzfu,openable_window,#N/A,openable_window.n.01,0,0
window-tojcni,1,window,tojcni,fixed_window,#N/A,fixed_window.n.01,0,0
window-jrnfkt,1,window,jrnfkt,fixed_window,#N/A,fixed_window.n.01,0,0
window-nszybf,1,window,nszybf,fixed_window,#N/A,fixed_window.n.01,0,0
window-qvqecb,1,window,qvqecb,fixed_window,#N/A,fixed_window.n.01,0,0
window-tspbac,1,window,tspbac,fixed_window,#N/A,fixed_window.n.01,0,0
window-xkxvpp,1,window,xkxvpp,fixed_window,#N/A,fixed_window.n.01,0,0
window-usynui,1,window,usynui,fixed_window,#N/A,fixed_window.n.01,0,0
window-ropopf,1,window,ropopf,fixed_window,#N/A,fixed_window.n.01,0,0
window-yikxbf,1,window,yikxbf,fixed_window,#N/A,fixed_window.n.01,0,0
window-glimdy,1,window,glimdy,fixed_window,#N/A,fixed_window.n.01,0,0
window-yjbico,1,window,yjbico,fixed_window,#N/A,fixed_window.n.01,0,0
window-ovzepp,1,window,ovzepp,fixed_window,#N/A,fixed_window.n.01,0,0
window-bvqijp,1,window,bvqijp,fixed_window,#N/A,fixed_window.n.01,0,0
window-yzxhbp,1,window,yzxhbp,fixed_window,#N/A,fixed_window.n.01,0,0
window-hohdkt,1,window,hohdkt,fixed_window,#N/A,fixed_window.n.01,0,0
window-dbqbzg,1,window,dbqbzg,fixed_window,#N/A,fixed_window.n.01,0,0
window-hwunjt,1,window,hwunjt,fixed_window,#N/A,fixed_window.n.01,0,0
window-dfdweq,1,window,dfdweq,fixed_window,#N/A,fixed_window.n.01,0,0
window-iggzsd,1,window,iggzsd,fixed_window,#N/A,fixed_window.n.01,0,0
window-surlxy,1,window,surlxy,fixed_window,#N/A,fixed_window.n.01,0,0
window-fqsuee,1,window,fqsuee,fixed_window,#N/A,fixed_window.n.01,0,0
window-mvutvn,1,window,mvutvn,fixed_window,#N/A,fixed_window.n.01,0,0
window-ysgkig,1,window,ysgkig,fixed_window,#N/A,fixed_window.n.01,0,0
window-wkzfdu,1,window,wkzfdu,fixed_window,#N/A,fixed_window.n.01,0,0
window-qjcodu,1,window,qjcodu,fixed_window,#N/A,fixed_window.n.01,0,0
window-ayvcgc,1,window,ayvcgc,fixed_window,#N/A,fixed_window.n.01,0,0
window-whujjc,1,window,whujjc,fixed_window,#N/A,fixed_window.n.01,0,0
window-cciwhk,1,window,cciwhk,fixed_window,#N/A,fixed_window.n.01,0,0
window-guhrnv,1,window,guhrnv,fixed_window,#N/A,fixed_window.n.01,0,0
window-oszzno,1,window,oszzno,fixed_window,#N/A,fixed_window.n.01,0,0
window-cgchwh,1,window,cgchwh,fixed_window,#N/A,fixed_window.n.01,0,0
window-djqiqc,1,window,djqiqc,fixed_window,#N/A,fixed_window.n.01,0,0
window-iueiur,1,window,iueiur,fixed_window,#N/A,fixed_window.n.01,0,0
window-caymim,1,window,caymim,fixed_window,#N/A,fixed_window.n.01,0,0
window-ozlemc,1,window,ozlemc,fixed_window,#N/A,fixed_window.n.01,0,0
window-txxinx,1,window,txxinx,fixed_window,#N/A,fixed_window.n.01,0,0
window-vapbnz,1,window,vapbnz,fixed_window,#N/A,fixed_window.n.01,0,0
window-uztisk,1,window,uztisk,fixed_window,#N/A,fixed_window.n.01,0,0
window-dompiq,1,window,dompiq,fixed_window,#N/A,fixed_window.n.01,0,0
window-ebtgyg,1,window,ebtgyg,fixed_window,#N/A,fixed_window.n.01,0,0
window-ocpgvi,1,window,ocpgvi,fixed_window,#N/A,fixed_window.n.01,0,0
arched_window-kmvdjo,1,arched_window,kmvdjo,fixed_window,#N/A,fixed_window.n.01,0,0
arched_window-cmuvzz,1,arched_window,cmuvzz,fixed_window,#N/A,fixed_window.n.01,0,0
arched_window-asrqdf,1,arched_window,asrqdf,fixed_window,#N/A,fixed_window.n.01,0,0
window-bhwwja,1,window,bhwwja,openable_window,#N/A,openable_window.n.01,0,0
window-bxydsr,1,window,bxydsr,openable_window,#N/A,openable_window.n.01,0,0
window-fufios,1,window,fufios,openable_window,#N/A,openable_window.n.01,0,0
window-ithrgo,1,window,ithrgo,openable_window,#N/A,openable_window.n.01,0,0
window-iwcqsz,1,window,iwcqsz,openable_window,#N/A,openable_window.n.01,0,0
window-jzxtbv,1,window,jzxtbv,openable_window,#N/A,openable_window.n.01,0,0
window-mjssrd,1,window,mjssrd,openable_window,#N/A,openable_window.n.01,0,0
window-qdkcdn,1,window,qdkcdn,openable_window,#N/A,openable_window.n.01,0,0
window-subxdn,1,window,subxdn,openable_window,#N/A,openable_window.n.01,0,0
window-tflzbx,1,window,tflzbx,openable_window,#N/A,openable_window.n.01,0,0
window-tuztdv,1,window,tuztdv,openable_window,#N/A,openable_window.n.01,0,0
window-ulnafj,1,window,ulnafj,openable_window,#N/A,openable_window.n.01,0,0
window-agoayg,1,window,agoayg,openable_window,#N/A,openable_window.n.01,0,0
window-jdxnzi,1,window,jdxnzi,openable_window,#N/A,openable_window.n.01,0,0
window-uzxlbr,1,window,uzxlbr,openable_window,#N/A,openable_window.n.01,0,0
window-yorgot,1,window,yorgot,openable_window,#N/A,openable_window.n.01,0,0
window-bpmpuw,1,window,bpmpuw,openable_window,#N/A,openable_window.n.01,0,0
window-dlficn,1,window,dlficn,openable_window,#N/A,openable_window.n.01,0,0
window-inmymj,1,window,inmymj,openable_window,#N/A,openable_window.n.01,0,0
window-irfkql,1,window,irfkql,openable_window,#N/A,openable_window.n.01,0,0
window-jongdb,1,window,jongdb,openable_window,#N/A,openable_window.n.01,0,0
window-jpftow,1,window,jpftow,openable_window,#N/A,openable_window.n.01,0,0
window-mfiens,1,window,mfiens,openable_window,#N/A,openable_window.n.01,0,0
window-nirntp,1,window,nirntp,openable_window,#N/A,openable_window.n.01,0,0
window-ntlgsx,1,window,ntlgsx,openable_window,#N/A,openable_window.n.01,0,0
window-wwhydr,1,window,wwhydr,openable_window,#N/A,openable_window.n.01,0,0
window-ijnwlp,1,window,ijnwlp,fixed_window,#N/A,fixed_window.n.01,0,0
window-dpngol,1,window,dpngol,openable_window,#N/A,openable_window.n.01,0,0
window-xljwun,1,window,xljwun,openable_window,#N/A,openable_window.n.01,0,0
window-xucvcj,1,window,xucvcj,walls,#N/A,wall.n.01,0,0
window-cbudyv,1,window,cbudyv,openable_window,#N/A,openable_window.n.01,0,0
window-rgmujm,1,window,rgmujm,openable_window,#N/A,openable_window.n.01,0,0
shelf-ftzmow,1,shelf,ftzmow,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-svhjxd,1,shelf,svhjxd,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-cqcoox,1,shelf,cqcoox,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-eyidvz,1,shelf,eyidvz,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-lbbims,1,shelf,lbbims,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-njwsoa,1,shelf,njwsoa,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-owvfik,1,shelf,owvfik,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-pkgbcp,1,shelf,pkgbcp,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-ptxdid,1,shelf,ptxdid,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-tahafx,1,shelf,tahafx,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-uriudf,1,shelf,uriudf,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-vehhll,1,shelf,vehhll,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-vgzdul,1,shelf,vgzdul,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-wnvxme,1,shelf,wnvxme,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-xurqal,1,shelf,xurqal,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-jpdtvg,1,shelf,jpdtvg,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-qpylqf,1,shelf,qpylqf,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-eeamky,1,shelf,eeamky,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-sylmbu,1,shelf,sylmbu,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-iwziew,1,shelf,iwziew,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-bsvnni,1,shelf,bsvnni,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-eckdny,1,shelf,eckdny,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-kdnyfh,1,shelf,kdnyfh,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-kmuacd,1,shelf,kmuacd,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-opryhp,1,shelf,opryhp,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-otwukr,1,shelf,otwukr,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-hibwic,1,shelf,hibwic,wardrobe,shelf.n.01,wardrobe.n.01,0,0
shelf-jaysra,1,shelf,jaysra,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-rkagxx,1,shelf,rkagxx,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-sclnqc,1,shelf,sclnqc,wardrobe,shelf.n.01,wardrobe.n.01,0,0
shelf-zfpyqe,1,shelf,zfpyqe,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-xsfeyi,1,shelf,xsfeyi,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-zdsmhe,1,shelf,zdsmhe,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-vndvrn,1,shelf,vndvrn,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-mfyvai,1,shelf,mfyvai,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-gsksby,1,shelf,gsksby,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-xgvyyv,1,shelf,xgvyyv,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-ckjxoo,1,shelf,ckjxoo,bookcase,shelf.n.01,bookcase.n.01,0,0
shelf-eniafz,1,shelf,eniafz,bookcase,shelf.n.01,bookcase.n.01,0,0
wall_mounted_shelf-xezdng,1,wall_mounted_shelf,xezdng,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-notszn,1,wall_mounted_shelf,notszn,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-xuhsfd,1,wall_mounted_shelf,xuhsfd,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-iruewm,1,wall_mounted_shelf,iruewm,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-yursyw,1,wall_mounted_shelf,yursyw,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-nuzsvi,1,wall_mounted_shelf,nuzsvi,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-wiiyfk,1,wall_mounted_shelf,wiiyfk,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-wvkefp,1,wall_mounted_shelf,wvkefp,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-apiaid,1,wall_mounted_shelf,apiaid,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-aqtmhm,1,wall_mounted_shelf,aqtmhm,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-cbidyu,1,wall_mounted_shelf,cbidyu,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-nbmidu,1,wall_mounted_shelf,nbmidu,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-rglkkf,1,wall_mounted_shelf,rglkkf,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-xogqqm,1,wall_mounted_shelf,xogqqm,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-kxvbui,1,wall_mounted_shelf,kxvbui,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-amyper,1,wall_mounted_shelf,amyper,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-fjozhc,1,wall_mounted_shelf,fjozhc,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-pfusrd,1,wall_mounted_shelf,pfusrd,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-zlaser,1,wall_mounted_shelf,zlaser,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-adgrkb,1,wall_mounted_shelf,adgrkb,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-cyckht,1,wall_mounted_shelf,cyckht,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-hrfwyd,1,wall_mounted_shelf,hrfwyd,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-ibrbnl,1,wall_mounted_shelf,ibrbnl,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-qrmiur,1,wall_mounted_shelf,qrmiur,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-xrnzjv,1,wall_mounted_shelf,xrnzjv,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-zadqqv,1,wall_mounted_shelf,zadqqv,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-ubsonj,1,wall_mounted_shelf,ubsonj,shelf,#N/A,shelf.n.01,0,0
wall_mounted_shelf-hrrrbw,1,wall_mounted_shelf,hrrrbw,shelf,#N/A,shelf.n.01,0,0
window-xdxisn,1,window,xdxisn,fixed_window,#N/A,fixed_window.n.01,0,0
shelf_back_panel-gjsnrt,1,shelf_back_panel,gjsnrt,bookcase_back,#N/A,bookcase_back.n.01,0,0
shelf_baseboard-hlhneo,1,shelf_baseboard,hlhneo,bookcase_baseboard,#N/A,bookcase_baseboard.n.01,0,0
shelf_shelf-ymtnqa,1,shelf_shelf,ymtnqa,bookcase_shelf,#N/A,bookcase_shelf.n.01,0,0
